"ID","biorxiv","published","title","year","journal","doi","author","author_name","author_email","author_address","hypothesis","rationale","MR_design","outcome","outcome_info","outcome_group","outcome_definition","outcome_study","outcome_age_range","outcome_sex","outcome_n_case_current","outcome_n_control_current","outcome_n_case_og","outcome_n_control_og","outcome_n_difference_reason","outcome_health_status","outcome_population","exposure","exposure_definition","exposure_study","exposure_age","exposure_sex","exposure_n_current","exposure_n_og","exposure_n_difference_reason","exposure_health_status","exposure_population","exposure_covariates_model","exposure_genotyping_dataset","exposure_independence","exposure_pleiotropy","exposure_pvalue","exposure_palindrome","exposure_proxy","exposure_HWE","IV_single","IV_multiple","IV_GRS","n_SNP_og","n_SNP_difference_reason","power_calculation","power_calculation_how","MR_method","MR_sensitivity_method1","MR_sensitivity_method2","MR_sensitivity_method3","MR_sensitivity_method4","MR_sensitivity_method5","MR_sensitivity_method_results","IV_strength","analysis_software","analysis_programme","replication_independent","replication_subsetting","multiple_testing","exposure_units","outcome_units","effect_estimate","estimate","se","ci_percent","ci_lower","ci_upper","p","adjustment_method","p_adjusted","limitations_overall","limitations_pleiotropy","limitations_population_stratification","limitations_statistical_power","notes","ID_analysis"
48,"no","yes","The Role of Adiposity in Cardiometabolic Traits: A
Mendelian Randomization Analysis",2013,"PLOS Medicine","10.1371/journal.pmed.1001474","Fall","Erik Ingelsson","erik.ingelsson@medsci.uu.se","Molecular Epidemiology and Science for Life Laboratory, Department of Medical Sciences, Uppsala University, Uppsala, Sweden","Effect of body mass index on cardiometabolic traits","The association between adiposity and cardiometabolic traits is well known from epidemiological studies. Whilst the causal relationship is clear for some of these traits, for others it is not.","one-sample meta-analysis","heart failure","heart failure","cardiovascular","Either defined from hospital discharge registry or cause of death registry (main diagnosis); or from adjudicated events, ICD-8 codes: 427.00, 427.10, ICD-9 codes: 428, ICD-10 codes: I50, Note: Self-reported events are considered not useful","Current study","18+","Both","6068","69702",NA,NA,NA,"Healthy","European","BMI","BMI","Current study","18+","Both","75770",NA,NA,"Healthy","European","Age, Sex","Whenever rs9939609 was not genotyped directly, we used either (i) the HapMap II CEU (European) reference panel–imputed genetic information from genome-wide association studies (http://hapmap.ncbi.nlm.nih.gov/downloads/genotypes/2008-10_phaseII/) for rs9939609 (n = 5) or (ii) genotype information from a predefined list of proxies that are in high linkage disequilibrium (LD) with rs9939609 (n = 10, r2>0.9; Table S3)",NA,"Not discussed","Not discussed",NA,"R2 > 0.9","p>0.0001","FTO (rs9939609)",NA,NA,NA,NA,"No",NA,"Inverse variance weighted (multiplicative random effects)","Not discussed",NA,NA,NA,NA,"Observational estimates were similar","Not discussed","Varied by cohort but  at least one cohort used PLINK, R, SPSS, STATA","Not discussed","Not discussed","Not discussed","No","kg/m2","Case/control","Odds ratio","1.173",NA,"95","1.044","1.3180000000000001","7.0000000000000001E-3","None",NA,"The limitations of our study are tied to the validity of the assumptions underlying causal interpretation within MR studies.","the precise mechanism of the FTO polymorphisms is still unclear, and potential pleiotropy cannot completely be ruled out","all studies included only individuals of European ancestry. Hence, bias from population stratification is deemed unlikely","Post hoc power calculation showed that for the binary traits with non-significant IVs (CHD, ischemic stroke, and all-cause stroke), we had an 80% chance of detecting an IV estimator odds ratio (OR) of 1.08–1.09/BMI unit or higher, and a 95% chance of detecting an OR of 1.13–1.15/BMI unit or higher.",NA,735
48,"no","yes","The Role of Adiposity in Cardiometabolic Traits: A
Mendelian Randomization Analysis",2013,"PLOS Medicine","10.1371/journal.pmed.1001474","Fall","Erik Ingelsson","erik.ingelsson@medsci.uu.se","Molecular Epidemiology and Science for Life Laboratory, Department of Medical Sciences, Uppsala University, Uppsala, Sweden","Effect of body mass index on cardiometabolic traits","The association between adiposity and cardiometabolic traits is well known from epidemiological studies. Whilst the causal relationship is clear for some of these traits, for others it is not.","one-sample meta-analysis","heart failure","incident","cardiovascular","Either defined from hospital discharge registry or cause of death registry (main diagnosis); or from adjudicated events, ICD-8 codes: 427.00, 427.10, ICD-9 codes: 428, ICD-10 codes: I50, Note: Self-reported events are considered not useful","Current study","18+","Both","2863","44400",NA,NA,NA,"Healthy","European","BMI","BMI","Current study","18+","Both","47263",NA,NA,"Healthy","European","Age, Sex","Whenever rs9939609 was not genotyped directly, we used either (i) the HapMap II CEU (European) reference panel–imputed genetic information from genome-wide association studies (http://hapmap.ncbi.nlm.nih.gov/downloads/genotypes/2008-10_phaseII/) for rs9939609 (n = 5) or (ii) genotype information from a predefined list of proxies that are in high linkage disequilibrium (LD) with rs9939609 (n = 10, r2>0.9; Table S3)",NA,"Not discussed","Not discussed",NA,"R2 > 0.9","p>0.0001","FTO (rs9939609)",NA,NA,NA,NA,"No",NA,"Inverse variance weighted (multiplicative random effects)","Not discussed",NA,NA,NA,NA,"Observational estimates were similar","Not discussed","Varied by cohort but  at least one cohort used PLINK, R, SPSS, STATA","Not discussed","Not discussed","Not discussed","No","kg/m2","Case/control","Hazard ratio","1.1910000000000001",NA,"95","1.0249999999999999","1.385","2.3E-2","None",NA,"The limitations of our study are tied to the validity of the assumptions underlying causal interpretation within MR studies.","the precise mechanism of the FTO polymorphisms is still unclear, and potential pleiotropy cannot completely be ruled out","all studies included only individuals of European ancestry. Hence, bias from population stratification is deemed unlikely","Post hoc power calculation showed that for the binary traits with non-significant IVs (CHD, ischemic stroke, and all-cause stroke), we had an 80% chance of detecting an IV estimator odds ratio (OR) of 1.08–1.09/BMI unit or higher, and a 95% chance of detecting an OR of 1.13–1.15/BMI unit or higher.",NA,736
61,"no","yes","Adiposity as a cause of cardiovascular disease: a Mendelian randomization study",2015,"International Journal of Epidemiology","10.1093/ije/dyv094","Hägg","Erik Ingelsson","erik.ingelsson@medsci.uu.se","Department of Medical Sciences, Molecular Epidemiology and Science for Life Laboratory, Box 1115, SE-751 85 Uppsala, Sweden","Effect of BMI on cardiovascular diseases","Adiposity, as indicated by body mass index (BMI), has been associated with risk of cardiovascular diseases in epidemiological studies.","one-sample meta-analysis","heart failure","heart failure","cardiovascular","Heart failure incidence (health resgistries/validated medical records)","Current study",NA,"both","1652","17732",NA,NA,NA,"case/control","European","BMI","non-weighted GRS","Speliotes 2010 BMI Europeans both",NA,NA,"19384","249796","One-sample where they got exposure SNPs from external GWAS","Healthy","European","Not discussed","Not discussed ","Not discussed","the SNPs are independent of confounders given the randomization dur- ing meiosis and conception, and analyses in TWINGENE showed no associations between the genetic score and smoking, education or exercise","5x10-8","not discussed","LD r2 >0.8","Hardy Weinberg equilibrium p-value <10-4",NA,NA,"23+","32","All included studies had genotype information (directly genotyped lead SNP or proxy SNP, or imputed lead SNP) for at least 23 of the 32 SNPs that represent loci according to the Speliotes et al","No",NA,"Wald ratio","Not discussed",NA,NA,NA,NA,NA,"F statistic = 484","Not discussed","Not discussed","Not discussed","Not discussed","Not discussed","SD","Case/Control","HR","1.925",NA,"95","1.123","3.3","0.02","Not discussed","Not discussed","Different disease definitions are used and some cohorts might have selection bias from genotyping at follow-up and not at baseline.","The SNPs are independent of confounders given the randomization during meiosis and conception, and analyses in TWINGENE showed no associations between the genetic score and smoking, education or exercise","Population stratification is unlikely to be an issue because we include only individuals of European ancestry","despite post hoc power calculations indicating that the current design had greater power for CHD than for heart failure or ischaemic stroke",NA,1105
61,"no","yes","Adiposity as a cause of cardiovascular disease: a Mendelian randomization study",2015,"International Journal of Epidemiology","10.1093/ije/dyv094","Hägg","Erik Ingelsson","erik.ingelsson@medsci.uu.se","Department of Medical Sciences, Molecular Epidemiology and Science for Life Laboratory, Box 1115, SE-751 85 Uppsala, Sweden","Effect of BMI on cardiovascular diseases","Adiposity, as indicated by body mass index (BMI), has been associated with risk of cardiovascular diseases in epidemiological studies.","One-sample","heart failure","heart failure","cardiovascular","Heart failure incidence, women (health resgistries/validated medical records)","Current study",NA,"female","671","9013",NA,NA,NA,"case/control","European","BMI","non-weighted GRS","Speliotes 2010 BMI Europeans both",NA,NA,"9684","249796","One-sample where they got exposure SNPs from external GWAS","Healthy","European","Not discussed","Not discussed ","Not discussed","the SNPs are independent of confounders given the randomization dur- ing meiosis and conception, and analyses in TWINGENE showed no associations between the genetic score and smoking, education or exercise","5x10-8","not discussed","LD r2 >0.8","Hardy Weinberg equilibrium p-value <10-4",NA,NA,"23+","32","All included studies had genotype information (directly genotyped lead SNP or proxy SNP, or imputed lead SNP) for at least 23 of the 32 SNPs that represent loci according to the Speliotes et al","No",NA,"Wald ratio","Not discussed",NA,NA,NA,NA,NA,"F statistic = 440","Not discussed","Not discussed","Not discussed","Not discussed","Not discussed","SD","Case/Control","HR","3.326",NA,"95","1.597","6.9269999999999996","1E-3","Not discussed","Not discussed","Different disease definitions are used and some cohorts might have selection bias from genotyping at follow-up and not at baseline.","The SNPs are independent of confounders given the randomization during meiosis and conception, and analyses in TWINGENE showed no associations between the genetic score and smoking, education or exercise","Population stratification is unlikely to be an issue because we include only individuals of European ancestry","despite post hoc power calculations indicating that the current design had greater power for CHD than for heart failure or ischaemic stroke",NA,1106
61,"no","yes","Adiposity as a cause of cardiovascular disease: a Mendelian randomization study",2015,"International Journal of Epidemiology","10.1093/ije/dyv094","Hägg","Erik Ingelsson","erik.ingelsson@medsci.uu.se","Department of Medical Sciences, Molecular Epidemiology and Science for Life Laboratory, Box 1115, SE-751 85 Uppsala, Sweden","Effect of BMI on cardiovascular diseases","Adiposity, as indicated by body mass index (BMI), has been associated with risk of cardiovascular diseases in epidemiological studies.","One-sample","heart failure","heart failure","cardiovascular","Heart failure incidence, men (health resgistries/validated medical records)","Current study",NA,"male","974","8626",NA,NA,NA,"case/control","European","BMI","non-weighted GRS","Speliotes 2010 BMI Europeans both",NA,NA,"9600","249796","One-sample where they got exposure SNPs from external GWAS","Healthy","European","Not discussed","Not discussed ","Not discussed","the SNPs are independent of confounders given the randomization dur- ing meiosis and conception, and analyses in TWINGENE showed no associations between the genetic score and smoking, education or exercise","5x10-8","not discussed","LD r2 >0.8","Hardy Weinberg equilibrium p-value <10-4",NA,NA,"23+","32","All included studies had genotype information (directly genotyped lead SNP or proxy SNP, or imputed lead SNP) for at least 23 of the 32 SNPs that represent loci according to the Speliotes et al","No",NA,"Wald ratio","Not discussed",NA,NA,NA,NA,NA,"F statistic = 249","Not discussed","Not discussed","Not discussed","Not discussed","Not discussed","SD","Case/Control","HR","1.417",NA,"95","0.72099999999999997","2.7810000000000001","0.31","Not discussed","Not discussed","Different disease definitions are used and some cohorts might have selection bias from genotyping at follow-up and not at baseline.","The SNPs are independent of confounders given the randomization during meiosis and conception, and analyses in TWINGENE showed no associations between the genetic score and smoking, education or exercise","Population stratification is unlikely to be an issue because we include only individuals of European ancestry","despite post hoc power calculations indicating that the current design had greater power for CHD than for heart failure or ischaemic stroke",NA,1107
61,"no","yes","Adiposity as a cause of cardiovascular disease: a Mendelian randomization study",2015,"International Journal of Epidemiology","10.1093/ije/dyv094","Hägg","Erik Ingelsson","erik.ingelsson@medsci.uu.se","Department of Medical Sciences, Molecular Epidemiology and Science for Life Laboratory, Box 1115, SE-751 85 Uppsala, Sweden","Effect of BMI on cardiovascular diseases","Adiposity, as indicated by body mass index (BMI), has been associated with risk of cardiovascular diseases in epidemiological studies.","One-sample","heart failure","heart failure","cardiovascular","Heart failure incidence, early-onset (health resgistries/validated medical records)","Current study",NA,"both","27","383",NA,NA,NA,"case/control","European","BMI","non-weighted GRS","Speliotes 2010 BMI Europeans both",NA,NA,"410","249796","One-sample where they got exposure SNPs from external GWAS","Healthy","European","Not discussed","Not discussed ","Not discussed","the SNPs are independent of confounders given the randomization dur- ing meiosis and conception, and analyses in TWINGENE showed no associations between the genetic score and smoking, education or exercise","5x10-8","not discussed","LD r2 >0.8","Hardy Weinberg equilibrium p-value <10-4",NA,NA,"23+","32","All included studies had genotype information (directly genotyped lead SNP or proxy SNP, or imputed lead SNP) for at least 23 of the 32 SNPs that represent loci according to the Speliotes et al","No",NA,"Wald ratio","Not discussed",NA,NA,NA,NA,NA,"F statistic = 540","Not discussed","Not discussed","Not discussed","Not discussed","Not discussed","SD","Case/Control","HR","1.715",NA,"95","3.4000000000000002E-2","87.320999999999998","0.79","Not discussed","Not discussed","Different disease definitions are used and some cohorts might have selection bias from genotyping at follow-up and not at baseline.","The SNPs are independent of confounders given the randomization during meiosis and conception, and analyses in TWINGENE showed no associations between the genetic score and smoking, education or exercise","Population stratification is unlikely to be an issue because we include only individuals of European ancestry","despite post hoc power calculations indicating that the current design had greater power for CHD than for heart failure or ischaemic stroke",NA,1108
61,"no","yes","Adiposity as a cause of cardiovascular disease: a Mendelian randomization study",2015,"International Journal of Epidemiology","10.1093/ije/dyv094","Hägg","Erik Ingelsson","erik.ingelsson@medsci.uu.se","Department of Medical Sciences, Molecular Epidemiology and Science for Life Laboratory, Box 1115, SE-751 85 Uppsala, Sweden","Effect of BMI on cardiovascular diseases","Adiposity, as indicated by body mass index (BMI), has been associated with risk of cardiovascular diseases in epidemiological studies.","One-sample","heart failure","heart failure","cardiovascular","Heart failure incidence, late-onset (health resgistries/validated medical records)","Current study",NA,"both","1612","16836",NA,NA,NA,"case/control","European","BMI","non-weighted GRS","Speliotes 2010 BMI Europeans both",NA,NA,"18448","249796","One-sample where they got exposure SNPs from external GWAS","Healthy","European","Not discussed","Not discussed ","Not discussed","the SNPs are independent of confounders given the randomization dur- ing meiosis and conception, and analyses in TWINGENE showed no associations between the genetic score and smoking, education or exercise","5x10-8","not discussed","LD r2 >0.8","Hardy Weinberg equilibrium p-value <10-4",NA,NA,"23+","32","All included studies had genotype information (directly genotyped lead SNP or proxy SNP, or imputed lead SNP) for at least 23 of the 32 SNPs that represent loci according to the Speliotes et al","No",NA,"Wald ratio","Not discussed",NA,NA,NA,NA,NA,"F statistic = 130","Not discussed","Not discussed","Not discussed","Not discussed","Not discussed","SD","Case/Control","HR","1.964",NA,"95","1.137","3.3919999999999999","0.02","Not discussed","Not discussed","Different disease definitions are used and some cohorts might have selection bias from genotyping at follow-up and not at baseline.","The SNPs are independent of confounders given the randomization during meiosis and conception, and analyses in TWINGENE showed no associations between the genetic score and smoking, education or exercise","Population stratification is unlikely to be an issue because we include only individuals of European ancestry","despite post hoc power calculations indicating that the current design had greater power for CHD than for heart failure or ischaemic stroke",NA,1109
61,"no","yes","Adiposity as a cause of cardiovascular disease: a Mendelian randomization study",2015,"International Journal of Epidemiology","10.1093/ije/dyv094","Hägg","Erik Ingelsson","erik.ingelsson@medsci.uu.se","Department of Medical Sciences, Molecular Epidemiology and Science for Life Laboratory, Box 1115, SE-751 85 Uppsala, Sweden","Effect of BMI on cardiovascular diseases","Adiposity, as indicated by body mass index (BMI), has been associated with risk of cardiovascular diseases in epidemiological studies.","One-sample","heart failure","heart failure","cardiovascular","Heart failure incidence, late-onset, women (health resgistries/validated medical records)","Current study",NA,"female","658","8612",NA,NA,NA,"case/control","European","BMI","non-weighted GRS","Speliotes 2010 BMI Europeans both",NA,NA,"9270","249796","One-sample where they got exposure SNPs from external GWAS","Healthy","European","Not discussed","Not discussed ","Not discussed","the SNPs are independent of confounders given the randomization dur- ing meiosis and conception, and analyses in TWINGENE showed no associations between the genetic score and smoking, education or exercise","5x10-8","not discussed","LD r2 >0.8","Hardy Weinberg equilibrium p-value <10-4",NA,NA,"23+","32","All included studies had genotype information (directly genotyped lead SNP or proxy SNP, or imputed lead SNP) for at least 23 of the 32 SNPs that represent loci according to the Speliotes et al","No",NA,"Wald ratio","Not discussed",NA,NA,NA,NA,NA,"F statistic = 140 ","Not discussed","Not discussed","Not discussed","Not discussed","Not discussed","SD","Case/Control","HR","3.219",NA,"95","1.371","7.5579999999999998","0.01","Not discussed","Not discussed","Different disease definitions are used and some cohorts might have selection bias from genotyping at follow-up and not at baseline.","The SNPs are independent of confounders given the randomization during meiosis and conception, and analyses in TWINGENE showed no associations between the genetic score and smoking, education or exercise","Population stratification is unlikely to be an issue because we include only individuals of European ancestry","despite post hoc power calculations indicating that the current design had greater power for CHD than for heart failure or ischaemic stroke",NA,1110
61,"no","yes","Adiposity as a cause of cardiovascular disease: a Mendelian randomization study",2015,"International Journal of Epidemiology","10.1093/ije/dyv094","Hägg","Erik Ingelsson","erik.ingelsson@medsci.uu.se","Department of Medical Sciences, Molecular Epidemiology and Science for Life Laboratory, Box 1115, SE-751 85 Uppsala, Sweden","Effect of BMI on cardiovascular diseases","Adiposity, as indicated by body mass index (BMI), has been associated with risk of cardiovascular diseases in epidemiological studies.","One-sample","heart failure","heart failure","cardiovascular","Heart faiure incidence, late-onset, men (health resgistries/validated medical records)","Current study",NA,"male","947","8164",NA,NA,NA,"case/control","European","BMI","non-weighted GRS","Speliotes 2010 BMI Europeans both",NA,NA,"9111","249796","One-sample where they got exposure SNPs from external GWAS","Healthy","European","Not discussed","Not discussed ","Not discussed","the SNPs are independent of confounders given the randomization dur- ing meiosis and conception, and analyses in TWINGENE showed no associations between the genetic score and smoking, education or exercise","5x10-8","not discussed","LD r2 >0.8","Hardy Weinberg equilibrium p-value <10-4",NA,NA,"23+","32","All included studies had genotype information (directly genotyped lead SNP or proxy SNP, or imputed lead SNP) for at least 23 of the 32 SNPs that represent loci according to the Speliotes et al","No",NA,"Wald ratio","Not discussed",NA,NA,NA,NA,NA,"F statistic = 69","Not discussed","Not discussed","Not discussed","Not discussed","Not discussed","SD","Case/Control","HR","1.486",NA,"95","0.749","2.9470000000000001","0.26","Not discussed","Not discussed","Different disease definitions are used and some cohorts might have selection bias from genotyping at follow-up and not at baseline.","The SNPs are independent of confounders given the randomization during meiosis and conception, and analyses in TWINGENE showed no associations between the genetic score and smoking, education or exercise","Population stratification is unlikely to be an issue because we include only individuals of European ancestry","despite post hoc power calculations indicating that the current design had greater power for CHD than for heart failure or ischaemic stroke",NA,1111
61,"no","yes","Adiposity as a cause of cardiovascular disease: a Mendelian randomization study",2015,"International Journal of Epidemiology","10.1093/ije/dyv094","Hägg","Erik Ingelsson","erik.ingelsson@medsci.uu.se","Department of Medical Sciences, Molecular Epidemiology and Science for Life Laboratory, Box 1115, SE-751 85 Uppsala, Sweden","Effect of BMI on cardiovascular diseases","Adiposity, as indicated by body mass index (BMI), has been associated with risk of cardiovascular diseases in epidemiological studies.","One-sample","heart failure","heart failure","cardiovascular","Heart failure ever, all (health resgistries/validated medical records)","Current study",NA,"both","3029","28733",NA,NA,NA,"case/control","European","BMI","non-weighted GRS","Speliotes 2010 BMI Europeans both",NA,NA,"31762","249796","One-sample where they got exposure SNPs from external GWAS","Healthy","European","Not discussed","Not discussed ","Not discussed","the SNPs are independent of confounders given the randomization dur- ing meiosis and conception, and analyses in TWINGENE showed no associations between the genetic score and smoking, education or exercise","5x10-8","not discussed","LD r2 >0.8","Hardy Weinberg equilibrium p-value <10-4",NA,NA,"23+","32","All included studies had genotype information (directly genotyped lead SNP or proxy SNP, or imputed lead SNP) for at least 23 of the 32 SNPs that represent loci according to the Speliotes et al","No",NA,"Wald ratio","Not discussed",NA,NA,NA,NA,NA,"F statistic = 484","Not discussed","Not discussed","Not discussed","Not discussed","Not discussed","SD","Case/Control","HR","2.87",NA,"95","1.7869999999999999","4.6109999999999998","1.3x10-5","Not discussed","Not discussed","Different disease definitions are used and some cohorts might have selection bias from genotyping at follow-up and not at baseline.","The SNPs are independent of confounders given the randomization during meiosis and conception, and analyses in TWINGENE showed no associations between the genetic score and smoking, education or exercise","Population stratification is unlikely to be an issue because we include only individuals of European ancestry","despite post hoc power calculations indicating that the current design had greater power for CHD than for heart failure or ischaemic stroke",NA,1128
