"ID","biorxiv","published","title","year","journal","doi","author","author_name","author_email","author_address","hypothesis","rationale","MR_design","outcome","outcome_info","outcome_group","outcome_definition","outcome_study","outcome_age_range","outcome_sex","outcome_n_case_current","outcome_n_control_current","outcome_n_case_og","outcome_n_control_og","outcome_n_difference_reason","outcome_health_status","outcome_population","exposure","exposure_definition","exposure_study","exposure_age","exposure_sex","exposure_n_current","exposure_n_og","exposure_n_difference_reason","exposure_health_status","exposure_population","exposure_covariates_model","exposure_genotyping_dataset","exposure_independence","exposure_pleiotropy","exposure_pvalue","exposure_palindrome","exposure_proxy","exposure_HWE","IV_single","IV_multiple","IV_GRS","n_SNP_og","n_SNP_difference_reason","power_calculation","power_calculation_how","MR_method","MR_sensitivity_method1","MR_sensitivity_method2","MR_sensitivity_method3","MR_sensitivity_method4","MR_sensitivity_method5","MR_sensitivity_method_results","IV_strength","analysis_software","analysis_programme","replication_independent","replication_subsetting","multiple_testing","exposure_units","outcome_units","effect_estimate","estimate","se","ci_percent","ci_lower","ci_upper","p","adjustment_method","p_adjusted","limitations_overall","limitations_pleiotropy","limitations_population_stratification","limitations_statistical_power","notes","ID_analysis"
28,"no","yes","Causal relationships between adiposity and childhood asthma:bi-directional Mendelian Randomization analysis",2019,"International Journal of Obesity","10.1038/s41366-018-0160-8","Chen","Yungling L. Lee","leolee@ntu.edu.tw","Institute of Epidemiology and Preventive Medicine, National Taiwan University, Taipei, Taiwan","Effect of adiposity measures on asthma","Obesity and asthma are common chronic diseases and have been reported to be mutually causative","One-sample (bi-directional)","asthma","non-atopic","respiratory","Asthma was defined in children by asking two questions from the parent-reported questionnaire [11]: “Has a doctor ever diagnosed your child as having asthma?” and “Did  your child ever experience difficulty breathing, or did you observe any wheezing or whistling from his or her chest in the past 12 months?” If the answers were “Yes” to both questions, we classified the child as having active asthma. We classified the asthmatic children into atopic or nonatopic groups using fractional exhaled nitric oxide (FeNO) measurements, with a cut-off value of 20 ppb [12].","Current study","10-11","both","78","4893",NA,NA,NA,"Case/Control","Taiwanese","BMI","BMI","Current study","10-11","both","4971",NA,NA,"Healthy","Taiwanese","Not discussed","Not discussed","R2 not given","Excluded SNPs associated with BMI and asthma","Not discussed","Not discussed","Not discussed","Not discussed",NA,NA,"24","Not discussed","One-sample MR using SNPs from multiple external sources","Not discussed",NA,"Two-stage-least-squares","Inverse variance weighted","MR Egger","Weighted median",NA,NA,"Consistent with main analysis","Linear regression of SNPs and z-BMI; F-statistics were used to verify the association between genotypes and intermediate traits and the strength
of these genetic IVs.","R","Not discussed","Not discussed","Not discussed","Not discussed","SD","Case/control","RR","1.03",NA,"95","1","1.06","0.04","Not discussed",NA,"Multiple adiposity meausres but very little info outside of BMI. Use BMI SNPs for all other adiposity meausres. Do not perform correction ofr multiple testing.","Furthermore, we adopted several new analytical techniques, such as the sensitivity analysis for MR inferences, to overcome difficulties caused by directional pleiotropy.","Not discussed","Not discussed",NA,501
28,"no","yes","Causal relationships between adiposity and childhood asthma:bi-directional Mendelian Randomization analysis",2019,"International Journal of Obesity","10.1038/s41366-018-0160-8","Chen","Yungling L. Lee","leolee@ntu.edu.tw","Institute of Epidemiology and Preventive Medicine, National Taiwan University, Taipei, Taiwan","Effect of adiposity measures on asthma","Obesity and asthma are common chronic diseases and have been reported to be mutually causative","One-sample (bi-directional)","asthma","non-atopic","respiratory","Asthma was defined in children by asking two questions from the parent-reported questionnaire [11]: “Has a doctor ever diagnosed your child as having asthma?” and “Did  your child ever experience difficulty breathing, or did you observe any wheezing or whistling from his or her chest in the past 12 months?” If the answers were “Yes” to both questions, we classified the child as having active asthma. We classified the asthmatic children into atopic or nonatopic groups using fractional exhaled nitric oxide (FeNO) measurements, with a cut-off value of 20 ppb [12].","Current study","10-11","male","Not discussed","Not discussed",NA,NA,NA,"Case/Control","Taiwanese","BMI","BMI","Current study","10-11","male","Not discussed",NA,NA,"Healthy","Taiwanese","Not discussed","Not discussed","R2 not given","Excluded SNPs associated with BMI and asthma","Not discussed","Not discussed","Not discussed","Not discussed",NA,NA,"24","Not discussed","One-sample MR using SNPs from multiple external sources","Not discussed",NA,"Two-stage-least-squares","Inverse variance weighted","MR Egger","Weighted median",NA,NA,"Consistent with main analysis","Linear regression of SNPs and z-BMI; F-statistics were used to verify the association between genotypes and intermediate traits and the strength
of these genetic IVs.","R","Not discussed","Not discussed","Not discussed","Not discussed","SD","Case/control","RR","1.07",NA,"95","1.02","1.1100000000000001","0.01","Not discussed",NA,"Multiple adiposity meausres but very little info outside of BMI. Use BMI SNPs for all other adiposity meausres. Do not perform correction ofr multiple testing.","Furthermore, we adopted several new analytical techniques, such as the sensitivity analysis for MR inferences, to overcome difficulties caused by directional pleiotropy.","Not discussed","Not discussed",NA,504
28,"no","yes","Causal relationships between adiposity and childhood asthma:bi-directional Mendelian Randomization analysis",2019,"International Journal of Obesity","10.1038/s41366-018-0160-8","Chen","Yungling L. Lee","leolee@ntu.edu.tw","Institute of Epidemiology and Preventive Medicine, National Taiwan University, Taipei, Taiwan","Effect of adiposity measures on asthma","Obesity and asthma are common chronic diseases and have been reported to be mutually causative","One-sample (bi-directional)","asthma","non-atopic","respiratory","Asthma was defined in children by asking two questions from the parent-reported questionnaire [11]: “Has a doctor ever diagnosed your child as having asthma?” and “Did  your child ever experience difficulty breathing, or did you observe any wheezing or whistling from his or her chest in the past 12 months?” If the answers were “Yes” to both questions, we classified the child as having active asthma. We classified the asthmatic children into atopic or nonatopic groups using fractional exhaled nitric oxide (FeNO) measurements, with a cut-off value of 20 ppb [12].","Current study","10-11","female","Not discussed","Not discussed",NA,NA,NA,"Case/Control","Taiwanese","BMI","BMI","Current study","10-11","female","Not discussed",NA,NA,"Healthy","Taiwanese","Not discussed","Not discussed","R2 not given","Excluded SNPs associated with BMI and asthma","Not discussed","Not discussed","Not discussed","Not discussed",NA,NA,"24","Not discussed","One-sample MR using SNPs from multiple external sources","Not discussed",NA,"Two-stage-least-squares","Inverse variance weighted","MR Egger","Weighted median",NA,NA,"Consistent with main analysis","Linear regression of SNPs and z-BMI; F-statistics were used to verify the association between genotypes and intermediate traits and the strength
of these genetic IVs.","R","Not discussed","Not discussed","Not discussed","Not discussed","SD","Case/control","RR","1",NA,"95","0.96","1.04","0.96","Not discussed",NA,"Multiple adiposity meausres but very little info outside of BMI. Use BMI SNPs for all other adiposity meausres. Do not perform correction ofr multiple testing.","Furthermore, we adopted several new analytical techniques, such as the sensitivity analysis for MR inferences, to overcome difficulties caused by directional pleiotropy.","Not discussed","Not discussed",NA,507
57,"no","yes","Effects of BMI, Fat Mass and Lean Mass on Asthma in Childhood: A Mendelian Randomization Study",2014,"PLOS medicine","10.1371/journal.pmed.1001669","Granell","Raquel Granell","raquel.granell@bristol.ac.uk","School of Social and Community Medicine, University of Bristol, Bristol, United Kingdom","Effect of BMI on asthma","Observational studies have reported associations between body mass index (BMI) and asthma, but confounding and reverse causality remain plausible explanations.","One-sample","asthma","non-atopic","respiratory","Atopic status was determined at age 7.5y by skin prick test response to a panel of up to 12 common allergens including house dust mite, grass pollen, cat, egg, peanut, and mixed nuts. A positive response was defined as a mean weal diameter of .2 mm with an absent response to negative control solution, and atopy was defined as a positive response to one or more of house dust mite, grass pollen, and cat.","Current study","7.5","both","249","4241","249","4241",NA,"Case/control","White-British","BMI","BMI","Speliotes 2010 BMI Europeans both","7","both","4490","249796","One-sample where they got exposure SNPs from external GWAS","Healthy","European","Not discussed","Illumina HumanHap550Quad genome-wide SNP genotyping platform","Not discussed","Not discussed","Not explicitly said, but take 32 genetic variants from Speliotes et al., 2010 which used a threshold of 5 x10-8","Not discussed","Not discussed","evidence for violations of Hardy-Weinberg equilibrium (p < 5x10-7) were removed",NA,NA,"32","32",NA,"Not discussed",NA,"Two-Stage GMM",NA,NA,NA,NA,NA,"To examine evidence of pleiotropy we derived a forest plot displaying IV estimates (and 95% CIs) derived using individual SNPs contributing to the allele score, and conducted overidentification tests of differences between these SNP-based IV estimates","Not discussed","Stata v.13","Not discussed","Not discussed","Not discussed","No","kg/m2","case/control","RR","1.9",NA,"95","1.19","3.03","8.0000000000000002E-3",NA,NA,"Analyses assumed that the effects of BMI-related SNPs on asthma are mediated through their effect on BMI","The association between BMI and asthma could be under- pinned by shared heritability cannot discount the possibility of genetic pleiotropy.","All individuals with non-European ancestry were removed to avoid population stratification","Known genetic variants explain only a small proportion of population variation in BMI, so the IV analyses that underpin Mendelian randomization studies may require large sample sizes",NA,984
57,"no","yes","Effects of BMI, Fat Mass and Lean Mass on Asthma in Childhood: A Mendelian Randomization Study",2014,"PLOS medicine","10.1371/journal.pmed.1001669","Granell","Raquel Granell","raquel.granell@bristol.ac.uk","School of Social and Community Medicine, University of Bristol, Bristol, United Kingdom","Effect of BMI on asthma","Observational studies have reported associations between body mass index (BMI) and asthma, but confounding and reverse causality remain plausible explanations.","One-sample","asthma","non-atopic","respiratory","Atopic status was determined at age 7.5y by skin prick test response to a panel of up to 12 common allergens including house dust mite, grass pollen, cat, egg, peanut, and mixed nuts. A positive response was defined as a mean weal diameter of .2 mm with an absent response to negative control solution, and atopy was defined as a positive response to one or more of house dust mite, grass pollen, and cat.","Current study","7.5","male","133","2107","133","2107",NA,"Case/control","White-British","BMI","BMI","Speliotes 2010 BMI Europeans both","7","male","2240","249796","One-sample where they got exposure SNPs from external GWAS","Healthy","European","Not discussed","Illumina HumanHap550Quad genome-wide SNP genotyping platform","Not discussed","Not discussed","Not explicitly said, but take 32 genetic variants from Speliotes et al., 2010 which used a threshold of 5 x10-9","Not discussed","Not discussed","evidence for violations of Hardy-Weinberg equilibrium (p < 5x10-7) were removed",NA,NA,"32","32",NA,"Not discussed",NA,"Two-Stage GMM",NA,NA,NA,NA,NA,"To examine evidence of pleiotropy we derived a forest plot displaying IV estimates (and 95% CIs) derived using individual SNPs contributing to the allele score, and conducted overidentification tests of differences between these SNP-based IV estimates","Not discussed","Stata v.13","Not discussed","Not discussed","Not discussed","No","kg/m2","case/control","RR","1.47",NA,"95","0.78","2.77","0.23",NA,NA,"Analyses assumed that the effects of BMI-related SNPs on asthma are mediated through their effect on BMI","The association between BMI and asthma could be under- pinned by shared heritability cannot discount the possibility of genetic pleiotropy.","All individuals with non-European ancestry were removed to avoid population stratification","Known genetic variants explain only a small proportion of population variation in BMI, so the IV analyses that underpin Mendelian randomization studies may require large sample sizes",NA,985
57,"no","yes","Effects of BMI, Fat Mass and Lean Mass on Asthma in Childhood: A Mendelian Randomization Study",2014,"PLOS medicine","10.1371/journal.pmed.1001669","Granell","Raquel Granell","raquel.granell@bristol.ac.uk","School of Social and Community Medicine, University of Bristol, Bristol, United Kingdom","Effect of BMI on asthma","Observational studies have reported associations between body mass index (BMI) and asthma, but confounding and reverse causality remain plausible explanations.","One-sample","asthma","non-atopic","respiratory","Atopic status was determined at age 7.5y by skin prick test response to a panel of up to 12 common allergens including house dust mite, grass pollen, cat, egg, peanut, and mixed nuts. A positive response was defined as a mean weal diameter of .2 mm with an absent response to negative control solution, and atopy was defined as a positive response to one or more of house dust mite, grass pollen, and cat.","Current study","7.5","female","116","2134","116","2134",NA,"Case/control","White-British","BMI","BMI","Speliotes 2010 BMI Europeans both","7","female","2250","249796","One-sample where they got exposure SNPs from external GWAS","Healthy","European","Not discussed","Illumina HumanHap550Quad genome-wide SNP genotyping platform","Not discussed","Not discussed","Not explicitly said, but take 32 genetic variants from Speliotes et al., 2010 which used a threshold of 5 x10-10","Not discussed","Not discussed","evidence for violations of Hardy-Weinberg equilibrium (p < 5x10-7) were removed",NA,NA,"32","32",NA,"Not discussed",NA,"Two-Stage GMM",NA,NA,NA,NA,NA,"To examine evidence of pleiotropy we derived a forest plot displaying IV estimates (and 95% CIs) derived using individual SNPs contributing to the allele score, and conducted overidentification tests of differences between these SNP-based IV estimates","Not discussed","Stata v.13","Not discussed","Not discussed","Not discussed","No","kg/m2","case/control","RR","2.49",NA,"95","1.22","5.0599999999999996","0.01",NA,NA,"Analyses assumed that the effects of BMI-related SNPs on asthma are mediated through their effect on BMI","The association between BMI and asthma could be under- pinned by shared heritability cannot discount the possibility of genetic pleiotropy.","All individuals with non-European ancestry were removed to avoid population stratification","Known genetic variants explain only a small proportion of population variation in BMI, so the IV analyses that underpin Mendelian randomization studies may require large sample sizes",NA,986
57,"no","yes","Effects of BMI, Fat Mass and Lean Mass on Asthma in Childhood: A Mendelian Randomization Study",2014,"PLOS medicine","10.1371/journal.pmed.1001669","Granell","Raquel Granell","raquel.granell@bristol.ac.uk","School of Social and Community Medicine, University of Bristol, Bristol, United Kingdom","Effect of BMI on asthma","Observational studies have reported associations between body mass index (BMI) and asthma, but confounding and reverse causality remain plausible explanations.","One-sample","asthma","non-atopic","respiratory","Atopic status was determined by skin prick test response to a panel of up to 12 common allergens including house dust mite, grass pollen, cat, egg, peanut, and mixed nuts. A positive response was defined as a mean weal diameter of .2 mm with an absent response to negative co","Current study","9","both","249","4241","249","4241",NA,"Case/control","White-British","BMI","BMI","Speliotes 2010 BMI Europeans both","7","both","4490","249796","One-sample where they got exposure SNPs from external GWAS","Healthy","European","Not discussed","Illumina HumanHap550Quad genome-wide SNP genotyping platform","Not discussed","Not discussed","Not explicitly said, but take 32 genetic variants from Speliotes et al., 2010 which used a threshold of 5 x10-8","Not discussed","Not discussed","evidence for violations of Hardy-Weinberg equilibrium (p < 5x10-7) were removed",NA,NA,"32","32",NA,"Not discussed",NA,"Two-Stage GMM",NA,NA,NA,NA,NA,"To examine evidence of pleiotropy we derived a forest plot displaying IV estimates (and 95% CIs) derived using individual SNPs contributing to the allele score, and conducted overidentification tests of differences between these SNP-based IV estimates","Not discussed","Stata v.13","Not discussed","Not discussed","Not discussed","No","kg/m2","case/control","RR","1.44",NA,"95","0.95","2.1800000000000002","0.09",NA,NA,"Analyses assumed that the effects of BMI-related SNPs on asthma are mediated through their effect on BMI","The association between BMI and asthma could be under- pinned by shared heritability cannot discount the possibility of genetic pleiotropy.","All individuals with non-European ancestry were removed to avoid population stratification","Known genetic variants explain only a small proportion of population variation in BMI, so the IV analyses that underpin Mendelian randomization studies may require large sample sizes",NA,999
57,"no","yes","Effects of BMI, Fat Mass and Lean Mass on Asthma in Childhood: A Mendelian Randomization Study",2014,"PLOS medicine","10.1371/journal.pmed.1001669","Granell","Raquel Granell","raquel.granell@bristol.ac.uk","School of Social and Community Medicine, University of Bristol, Bristol, United Kingdom","Effect of BMI on asthma","Observational studies have reported associations between body mass index (BMI) and asthma, but confounding and reverse causality remain plausible explanations.","One-sample","asthma","non-atopic","respiratory","Atopic status was determined by skin prick test response to a panel of up to 12 common allergens including house dust mite, grass pollen, cat, egg, peanut, and mixed nuts. A positive response was defined as a mean weal diameter of .2 mm with an absent response to negative co","Current study","9","male","133","2107","133","2107",NA,"Case/control","White-British","BMI","BMI","Speliotes 2010 BMI Europeans both","7","male","2240","249796","One-sample where they got exposure SNPs from external GWAS","Healthy","European","Not discussed","Illumina HumanHap550Quad genome-wide SNP genotyping platform","Not discussed","Not discussed","Not explicitly said, but take 32 genetic variants from Speliotes et al., 2010 which used a threshold of 5 x10-9","Not discussed","Not discussed","evidence for violations of Hardy-Weinberg equilibrium (p < 5x10-7) were removed",NA,NA,"32","32",NA,"Not discussed",NA,"Two-Stage GMM",NA,NA,NA,NA,NA,"To examine evidence of pleiotropy we derived a forest plot displaying IV estimates (and 95% CIs) derived using individual SNPs contributing to the allele score, and conducted overidentification tests of differences between these SNP-based IV estimates","Not discussed","Stata v.13","Not discussed","Not discussed","Not discussed","No","kg/m2","case/control","RR","1.38",NA,"95","0.74","2.59","0.31",NA,NA,"Analyses assumed that the effects of BMI-related SNPs on asthma are mediated through their effect on BMI","The association between BMI and asthma could be under- pinned by shared heritability cannot discount the possibility of genetic pleiotropy.","All individuals with non-European ancestry were removed to avoid population stratification","Known genetic variants explain only a small proportion of population variation in BMI, so the IV analyses that underpin Mendelian randomization studies may require large sample sizes",NA,1000
57,"no","yes","Effects of BMI, Fat Mass and Lean Mass on Asthma in Childhood: A Mendelian Randomization Study",2014,"PLOS medicine","10.1371/journal.pmed.1001669","Granell","Raquel Granell","raquel.granell@bristol.ac.uk","School of Social and Community Medicine, University of Bristol, Bristol, United Kingdom","Effect of BMI on asthma","Observational studies have reported associations between body mass index (BMI) and asthma, but confounding and reverse causality remain plausible explanations.","One-sample","asthma","non-atopic","respiratory","Atopic status was determined by skin prick test response to a panel of up to 12 common allergens including house dust mite, grass pollen, cat, egg, peanut, and mixed nuts. A positive response was defined as a mean weal diameter of .2 mm with an absent response to negative co","Current study","9","female","116","2134","116","2134",NA,"Case/control","White-British","BMI","BMI","Speliotes 2010 BMI Europeans both","7","female","2250","249796","One-sample where they got exposure SNPs from external GWAS","Healthy","European","Not discussed","Illumina HumanHap550Quad genome-wide SNP genotyping platform","Not discussed","Not discussed","Not explicitly said, but take 32 genetic variants from Speliotes et al., 2010 which used a threshold of 5 x10-10","Not discussed","Not discussed","evidence for violations of Hardy-Weinberg equilibrium (p < 5x10-7) were removed",NA,NA,"32","32",NA,"Not discussed",NA,"Two-Stage GMM",NA,NA,NA,NA,NA,"To examine evidence of pleiotropy we derived a forest plot displaying IV estimates (and 95% CIs) derived using individual SNPs contributing to the allele score, and conducted overidentification tests of differences between these SNP-based IV estimates","Not discussed","Stata v.13","Not discussed","Not discussed","Not discussed","No","kg/m2","case/control","RR","1.5",NA,"95","0.86","2.62","0.16",NA,NA,"Analyses assumed that the effects of BMI-related SNPs on asthma are mediated through their effect on BMI","The association between BMI and asthma could be under- pinned by shared heritability cannot discount the possibility of genetic pleiotropy.","All individuals with non-European ancestry were removed to avoid population stratification","Known genetic variants explain only a small proportion of population variation in BMI, so the IV analyses that underpin Mendelian randomization studies may require large sample sizes",NA,1001
57,"no","yes","Effects of BMI, Fat Mass and Lean Mass on Asthma in Childhood: A Mendelian Randomization Study",2014,"PLOS medicine","10.1371/journal.pmed.1001669","Granell","Raquel Granell","raquel.granell@bristol.ac.uk","School of Social and Community Medicine, University of Bristol, Bristol, United Kingdom","Effect of BMI on asthma","Observational studies have reported associations between body mass index (BMI) and asthma, but confounding and reverse causality remain plausible explanations.","One-sample","asthma","non-atopic","respiratory","Atopic status was determined by skin prick test response to a panel of up to 12 common allergens including house dust mite, grass pollen, cat, egg, peanut, and mixed nuts. A positive response was defined as a mean weal diameter of .2 mm with an absent response to negative co","Current study","11","both","241","3169","241","3169",NA,"Case/control","White-British","BMI","BMI","Speliotes 2010 BMI Europeans both","7","both","3410","249796","One-sample where they got exposure SNPs from external GWAS","Healthy","European","Not discussed","Illumina HumanHap550Quad genome-wide SNP genotyping platform","Not discussed","Not discussed","Not explicitly said, but take 32 genetic variants from Speliotes et al., 2010 which used a threshold of 5 x10-14","Not discussed","Not discussed","evidence for violations of Hardy-Weinberg equilibrium (p < 5x10-7) were removed",NA,NA,"32","32",NA,"Not discussed",NA,"Two-Stage GMM",NA,NA,NA,NA,NA,"To examine evidence of pleiotropy we derived a forest plot displaying IV estimates (and 95% CIs) derived using individual SNPs contributing to the allele score, and conducted overidentification tests of differences between these SNP-based IV estimates","Not discussed","Stata v.13","Not discussed","Not discussed","Not discussed","No","kg/m2","case/control","RR","1.51",NA,"95","0.93","2.46",NA,NA,NA,"Analyses assumed that the effects of BMI-related SNPs on asthma are mediated through their effect on BMI","The association between BMI and asthma could be under- pinned by shared heritability cannot discount the possibility of genetic pleiotropy.","All individuals with non-European ancestry were removed to avoid population stratification","Known genetic variants explain only a small proportion of population variation in BMI, so the IV analyses that underpin Mendelian randomization studies may require large sample sizes",NA,1014
